"Story","Title","Result","Date","Stability","Duration (s)"
"Validar el funcionamiento de los formularios de DemoBlaze","Registro exitoso de un nuevo usuario","PENDING","2025-02-07T17:45:24.2494125-05:00[America/Lima]","0.0","8.93"
